time (Julian Date),irradiance,uncertainty
2438771.0,1360.7642,0.0010556477
2438772.0,1360.7561,9.8864992E-4
2438773.0,1360.7624,9.886373E-4
2438774.0,1360.7631,9.8119584E-4
2438775.0,1360.7383,9.4404097E-4
2438776.0,1360.7534,9.6632217E-4
2438777.0,1360.7356,8.8447475E-4
2438778.0,1360.7177,8.7711047E-4
2438779.0,1360.7008,9.4451219E-4
2438780.0,1360.6905,8.9986982E-4
2438781.0,1360.741,0.0010633458
2438782.0,1360.7442,0.0010931656
2438783.0,1360.7739,0.0011077469
2438784.0,1360.7436,0.0010259999
2438785.0,1360.7432,0.0010782458
2438786.0,1360.7152,0.0010115004
2438787.0,1360.7209,0.0010412871
2438788.0,1360.7767,0.0012868457
2438789.0,1360.7618,0.0011526313
2438790.0,1360.7783,0.0012718668
2438791.0,1360.7817,0.0014214355
2438792.0,1360.7486,0.0013550509
2438793.0,1360.7047,0.0012366421
2438794.0,1360.6864,0.0012826399
2438795.0,1360.6845,0.001252622
2438796.0,1360.6937,0.0011619835
2438797.0,1360.6891,0.0010720996
2438798.0,1360.7041,0.001071629
2438799.0,1360.7336,0.0011606761
2438800.0,1360.7052,0.0010117157
2438801.0,1360.7089,0.0010116307
2438802.0,1360.7213,0.0010487529
2438803.0,1360.6763,8.9269894E-4
2438804.0,1360.6372,8.4888977E-4
2438805.0,1360.6368,8.0392375E-4
2438806.0,1360.6356,7.6650279E-4
2438807.0,1360.6634,8.1071289E-4
2438808.0,1360.6993,8.6238477E-4
2438809.0,1360.7302,8.7704311E-4
2438810.0,1360.7149,7.9518895E-4
2438811.0,1360.7216,8.026248E-4
2438812.0,1360.706,7.3566116E-4
2438813.0,1360.6753,7.5075304E-4
2438814.0,1360.7147,7.7286343E-4
2438815.0,1360.7337,8.5470833E-4
2438816.0,1360.7547,9.6631964E-4
2438817.0,1360.7437,9.5146195E-4
2438818.0,1360.7356,9.2170649E-4
2438819.0,1360.7691,0.0010928744
2438820.0,1360.7626,0.0011078452
2438821.0,1360.7873,0.0011225783
2438822.0,1360.743,0.001040928
2438823.0,1360.7718,0.0010183981
2438824.0,1360.7623,0.0010258612
2438825.0,1360.7851,0.001107694
2438826.0,1360.7772,0.0011599023
2438827.0,1360.7912,0.0011821514
2438828.0,1360.7616,9.9608158E-4
2438829.0,1360.7406,8.8447026E-4
2438830.0,1360.7204,8.9945225E-4
2438831.0,1360.7121,8.1008846E-4
2438832.0,1360.7323,9.29176E-4
2438833.0,1360.7175,0.0010862406
2438834.0,1360.6832,0.0010198109
2438835.0,1360.6711,8.7037753E-4
2438836.0,1360.6698,7.7322762E-4
2438837.0,1360.6812,7.9545444E-4
2438838.0,1360.7542,0.0010557239
2438839.0,1360.7427,0.0012053504
2438840.0,1360.7306,0.0010187033
2438841.0,1360.7499,9.8867655E-4
2438842.0,1360.7424,8.919106E-4
2438843.0,1360.7476,9.1423163E-4
2438844.0,1360.7377,8.7702963E-4
2438845.0,1360.7507,9.8122388E-4
2438846.0,1360.7275,9.5158227E-4
2438847.0,1360.713,8.6223963E-4
2438848.0,1360.7178,8.3985516E-4
2438849.0,1360.7242,8.6217141E-4
2438850.0,1360.7188,8.1751307E-4
2438851.0,1360.6908,8.3264376E-4
2438852.0,1360.7216,8.026248E-4
2438853.0,1360.7285,8.3238673E-4
2438854.0,1360.7251,8.1750605E-4
2438855.0,1360.7216,8.026248E-4
2438856.0,1360.7164,7.8030377E-4
2438857.0,1360.7199,7.9518446E-4
2438858.0,1360.7164,7.8030377E-4
2438859.0,1360.7147,7.7286343E-4
2438860.0,1360.7354,8.6214867E-4
2438861.0,1360.7614,9.737555E-4
2438862.0,1360.7735,0.0010258385
2438863.0,1360.7516,9.9611746E-4
2438864.0,1360.7468,0.0010185102
2438865.0,1360.778,0.0011524385
2438866.0,1360.7591,0.001130274
2438867.0,1360.7596,0.001100418
2438868.0,1360.7454,9.9615811E-4
2438869.0,1360.7474,9.8869113E-4
2438870.0,1360.7777,0.0010704886
2438871.0,1360.7475,9.5144765E-4
2438872.0,1360.7516,9.9611746E-4
2438873.0,1360.7215,9.7404263E-4
2438874.0,1360.7164,0.001011476
2438875.0,1360.7215,8.3984084E-4
2438876.0,1360.7057,7.5054437E-4
2438877.0,1360.6771,7.1344107E-4
2438878.0,1360.6856,7.282835E-4
2438879.0,1360.6995,7.5055983E-4
2438880.0,1360.7233,8.1006571E-4
2438881.0,1360.7181,7.8774412E-4
2438882.0,1360.7406,8.8447026E-4
2438883.0,1360.7329,8.6214979E-4
2438884.0,1360.73,8.5471085E-4
2438885.0,1360.7102,7.803108E-4
2438886.0,1360.6985,7.3567128E-4
2438887.0,1360.7302,8.3982708E-4
2438888.0,1360.7393,9.2169049E-4
2438889.0,1360.7484,9.6633787E-4
2438890.0,1360.7641,9.9607821E-4
2438891.0,1360.7619,9.8119612E-4
2438892.0,1360.7428,8.9935123E-4
2438893.0,1360.743,9.589152E-4
2438894.0,1360.7872,0.0011598217
2438895.0,1360.8137,0.0012416297
2438896.0,1360.7972,0.0016234318
2438897.0,1360.8138,0.0020747755
2438898.0,1360.7482,0.0024617888
2438899.0,1360.7186,0.0024119681
2438900.0,1360.6526,0.0025835033
2438901.0,1360.7685,0.0027428295
2438902.0,1360.7698,0.0026045555
2438903.0,1360.8131,0.0025534861
2438904.0,1360.7586,0.0020944871
2438905.0,1360.883,0.0020029892
2438906.0,1360.869,0.0016886538
2438907.0,1360.8477,0.0014575081
2438908.0,1360.8004,0.0013088481
2438909.0,1360.8133,0.0011969692
2438910.0,1360.7995,0.0011374453
2438911.0,1360.8047,0.0011597669
2438912.0,1360.7631,9.8119584E-4
2438913.0,1360.748,9.2167282E-4
2438914.0,1360.689,0.0011471533
2438915.0,1360.6114,0.0012648594
2438916.0,1360.5403,0.0015079284
2438917.0,1360.6498,0.0015118819
2438918.0,1360.7526,0.00151266
2438919.0,1360.7792,0.0014215114
2438920.0,1360.8336,0.0015099599
2438921.0,1360.8682,0.0015617121
2438922.0,1360.8773,0.0015094817
2438923.0,1360.8494,0.0013681024
2438924.0,1360.8445,0.0013308976
2438925.0,1360.8601,0.0013978612
2438926.0,1360.7738,0.0013467656
2438927.0,1360.8583,0.0013904209
2438928.0,1360.8462,0.0013383379
2438929.0,1360.8389,0.0013606869
2438930.0,1360.8474,0.001509736
2438931.0,1360.7773,0.0012569403
2438932.0,1360.8093,0.0013460467
2438933.0,1360.815,0.0013385125
2438934.0,1360.8798,0.001509475
2438935.0,1360.8833,0.0016659916
2438936.0,1360.8452,0.0015023015
2438937.0,1360.8677,0.0015990271
2438938.0,1360.8927,0.0015541138
2438939.0,1360.8704,0.0014797204
2438940.0,1360.8506,0.0014053247
2438941.0,1360.8391,0.0013830353
2438942.0,1360.8021,0.0014283777
2438943.0,1360.8255,0.0013458688
2438944.0,1360.8223,0.0013160792
2438945.0,1360.8315,0.0013607304
2438946.0,1360.84,0.0013383449
2438947.0,1360.8326,0.0013011401
2438948.0,1360.8593,0.0015394332
2438949.0,1360.8593,0.0017712463
2438950.0,1360.6236,0.001750343
2438951.0,1360.6942,0.0017736766
2438952.0,1360.7387,0.0016868602
2438953.0,1360.7593,0.0016553977
2438954.0,1360.775,0.0015116764
2438955.0,1360.7833,0.0013689755
2438956.0,1360.8025,0.0012416926
2438957.0,1360.8028,0.0012267859
2438958.0,1360.762,0.0010407601
2438959.0,1360.7673,0.0010258455
2438960.0,1360.7735,0.0010258385
2438961.0,1360.7839,0.0010704816
2438962.0,1360.7943,0.0011151243
2438963.0,1360.7856,0.001077922
2438964.0,1360.7586,9.8864319E-4
2438965.0,1360.7545,9.4399356E-4
2438966.0,1360.7406,8.8447026E-4
2438967.0,1360.7302,8.7704311E-4
2438968.0,1360.7285,8.3238673E-4
2438969.0,1360.7297,8.6959912E-4
2438970.0,1360.7476,9.1423163E-4
2438971.0,1360.7579,9.5887482E-4
2438972.0,1360.7492,9.5888856E-4
2438973.0,1360.7443,9.2167703E-4
2438974.0,1360.7718,0.0010183981
2438975.0,1360.7891,0.0010928027
2438976.0,1360.8558,0.0014276458
2438977.0,1360.8806,0.0015020302
2438978.0,1360.848,0.0013457783
2438979.0,1360.8725,0.0015318524
2438980.0,1360.8981,0.0015987675
2438981.0,1360.8428,0.0014202732
2438982.0,1360.8542,0.0014425516
2438983.0,1360.8265,0.0013235039
2438984.0,1360.8294,0.0013682007
2438985.0,1360.8094,0.0013087369
2438986.0,1360.8098,0.0012193045
2438987.0,1360.7965,0.0011300052
2438988.0,1360.777,0.0010407197
2438989.0,1360.7995,0.0011374453
2438990.0,1360.7735,0.0010258385
2438991.0,1360.7766,0.0010928307
2438992.0,1360.7635,0.0011675376
2438993.0,1360.7948,0.0011225649
2438994.0,1360.7498,0.0011080132
2438995.0,1360.778,0.0010556015
2438996.0,1360.7804,0.0010556004
2438997.0,1360.7578,0.0010333343
2438998.0,1360.7666,9.9607709E-4
2438999.0,1360.7589,9.7375662E-4
2439000.0,1360.7665,0.0011674938
2439001.0,1360.756,0.0010631643
2439002.0,1360.7795,0.0011375169
2439003.0,1360.7996,0.001197003
2439004.0,1360.7667,0.0011898914
2439005.0,1360.7467,0.0012277045
2439006.0,1360.7828,0.001264316
2439007.0,1360.7832,0.0013091418
2439008.0,1360.7836,0.0013166075
2439009.0,1360.7908,0.0014661152
2439010.0,1360.7764,0.0013392138
2439011.0,1360.6757,0.0013888501
2439012.0,1360.6901,0.0014558913
2439013.0,1360.6738,0.0012607223
2439014.0,1360.6988,0.0012218681
2439015.0,1360.7437,0.0012202975
2439016.0,1360.743,0.0011903751
2439017.0,1360.7665,0.0011674938
2439018.0,1360.7824,0.0011822239
2439019.0,1360.7668,0.0011525619
2439020.0,1360.7622,0.0010631125
2439021.0,1360.7709,0.0010630634
2439022.0,1360.7616,9.9608158E-4
2439023.0,1360.7619,9.8119612E-4
2439024.0,1360.7631,9.8119584E-4
2439025.0,1360.7579,9.5887482E-4
2439026.0,1360.7337,8.5470833E-4
2439027.0,1360.7167,8.9948677E-4
2439028.0,1360.7412,0.0012203658
2439029.0,1360.7679,0.0011898715
2439030.0,1360.8137,0.0012788769
2439031.0,1360.8329,0.0013830813
2439032.0,1360.8194,0.0015402002
2439033.0,1360.7612,0.0020562693
2439034.0,1360.7395,0.002187747
2439035.0,1360.6766,0.0024255045
2439036.0,1360.6321,0.0025174102
2439037.0,1360.7604,0.0027132522
2439038.0,1360.7247,0.002826468
2439039.0,1360.7436,0.0023705313
2439040.0,1360.8556,0.0018689101
2439041.0,1360.884,0.0017481514
2439042.0,1360.9251,0.0016880402
2439043.0,1360.9283,0.001717808
2439044.0,1360.8606,0.0015021284
2439045.0,1360.7889,0.0011672621
2439046.0,1360.7694,0.0010779693
2439047.0,1360.7813,0.0011449579
2439048.0,1360.7772,0.0010630452
2439049.0,1360.7666,9.9607709E-4
2439050.0,1360.7381,8.8447139E-4
2439051.0,1360.7441,8.9935095E-4
2439052.0,1360.7372,8.6958901E-4
2439053.0,1360.7153,8.3986751E-4
2439054.0,1360.7029,8.9965655E-4
2439055.0,1360.6871,9.4481147E-4
2439056.0,1360.7248,0.0011609131
2439057.0,1360.7918,0.0013463438
2439058.0,1360.7623,0.0011600904
2439059.0,1360.782,0.0012717988
2439060.0,1360.7697,0.0012944803
2439061.0,1360.7675,0.0012795698
2439062.0,1360.7574,0.0012199622
2439063.0,1360.7558,0.0011751411
2439064.0,1360.7583,0.0011377501
2439065.0,1360.792,0.0012716423
2439066.0,1360.7597,0.0013321892
2439067.0,1360.7892,0.0013837946
2439068.0,1360.8244,0.0015026701
2439069.0,1360.8289,0.0013980357
2439070.0,1360.8189,0.0012639513
2439071.0,1360.7479,0.0014602307
2439072.0,1360.6312,0.001810563
2439073.0,1360.6492,0.0014437061
2439074.0,1360.6295,0.0015668723
2439075.0,1360.5992,0.0017226046
2439076.0,1360.6671,0.0017229818
2439077.0,1360.7612,0.0014521545
2439078.0,1360.741,0.0011979102
2439079.0,1360.7347,0.0011008101
2439080.0,1360.7733,0.0011375687
2439081.0,1360.7417,9.5892221E-4
2439082.0,1360.7602,9.7375578E-4
2439083.0,1360.7735,0.0010258385
2439084.0,1360.7441,8.9935095E-4
2439085.0,1360.732,8.4726799E-4
2439086.0,1360.7233,8.1006571E-4
2439087.0,1360.6562,7.8095851E-4
2439088.0,1360.7077,7.431015E-4
2439089.0,1360.7035,7.3566228E-4
2439090.0,1360.6956,6.9101797E-4
2439091.0,1360.6566,7.8095048E-4
2439092.0,1360.7545,9.4399356E-4
2439093.0,1360.7955,0.0011523366
2439094.0,1360.7336,9.2916787E-4
2439095.0,1360.7314,0.0010112271
2439096.0,1360.7433,0.001040924
2439097.0,1360.7426,0.0010110934
2439098.0,1360.7441,9.9616792E-4
2439099.0,1360.7439,9.7381046E-4
2439100.0,1360.764,0.0010333021
2439101.0,1360.7779,0.0010928254
2439102.0,1360.7635,0.0010258564
2439103.0,1360.7903,0.001130015
2439104.0,1360.7646,0.00100352
2439105.0,1360.7648,0.0010258522
2439106.0,1360.7787,0.0010481601
2439107.0,1360.7802,0.0010704842
2439108.0,1360.7423,9.2912663E-4
2439109.0,1360.7631,9.8119584E-4
2439110.0,1360.7546,0.0011378081
2439111.0,1360.728,0.0011907846
2439112.0,1360.7543,0.0012499605
2439113.0,1360.7469,0.0012501618
2439114.0,1360.7466,0.0011304755
2439115.0,1360.7472,9.663432E-4
2439116.0,1360.7527,9.3655322E-4
2439117.0,1360.7074,7.9521255E-4
2439118.0,1360.7118,8.2498684E-4
2439119.0,1360.6971,7.1334209E-4
2439120.0,1360.6877,7.8045241E-4
2439121.0,1360.7192,0.001131116
2439122.0,1360.6031,0.0016457783
2439123.0,1360.5001,0.0016668254
2439124.0,1360.6229,0.0017198932
2439125.0,1360.7204,0.0014992997
2439126.0,1360.7899,0.001413714
2439127.0,1360.7703,0.0013993082
2439128.0,1360.7849,0.0011822004
2439129.0,1360.778,0.0011524385
2439130.0,1360.8296,0.0012937023
2439131.0,1360.8234,0.0012564955
2439132.0,1360.822,0.0012341714
2439133.0,1360.8403,0.0013234578
2439134.0,1360.7428,0.001302747
2439135.0,1360.8277,0.0012639337
2439136.0,1360.8237,0.0012416118
2439137.0,1360.8428,0.0013234567
2439138.0,1360.8947,0.0015466703
2439139.0,1360.9421,0.0017773319
2439140.0,1360.8953,0.0022130577
2439141.0,1360.8474,0.0028551141
2439142.0,1360.8946,0.003163098
2439143.0,1360.7384,0.0028628511
2439144.0,1360.6057,0.003121522
2439145.0,1360.8107,0.0033684728
2439146.0,1360.7899,0.0029011759
2439147.0,1360.9311,0.0026336872
2439148.0,1360.9405,0.0023312019
2439149.0,1360.8079,0.0022571378
2439150.0,1360.7935,0.0021293755
2439151.0,1360.7237,0.0018621837
2439152.0,1360.7585,0.0016629813
2439153.0,1360.7961,0.0014509828
2439154.0,1360.7482,0.0013100649
2439155.0,1360.7729,0.0013243327
2439156.0,1360.7687,0.0011823932
2439157.0,1360.7806,0.0011151581
2439158.0,1360.8306,0.0012713737
2439159.0,1360.804,0.0012267784
2439160.0,1360.7715,0.0012645249
2439161.0,1360.7668,0.0013844278
2439162.0,1360.7291,0.0014988059
2439163.0,1360.7855,0.0016164194
2439164.0,1360.7914,0.0016687867
2439165.0,1360.809,0.0016304805
2439166.0,1360.8505,0.0016741272
2439167.0,1360.8519,0.0017340059
2439168.0,1360.8896,0.0017181616
2439169.0,1360.9164,0.0016880616
2439170.0,1360.9364,0.0017475674
2439171.0,1360.9003,0.0017478658
2439172.0,1360.8719,0.0016960682
2439173.0,1360.8491,0.0016517098
2439174.0,1360.8237,0.001607482
2439175.0,1360.8304,0.0016147752
2439176.0,1360.779,0.0015340474
2439177.0,1360.7128,0.0016735735
2439178.0,1360.7119,0.0018936203
2439179.0,1360.759,0.001904778
2439180.0,1360.6861,0.001668115
2439181.0,1360.7234,0.0016047726
2439182.0,1360.7241,0.0014011775
2439183.0,1360.8116,0.0016904458
2439184.0,1360.839,0.0016894419
2439185.0,1360.8658,0.0017560722
2439186.0,1360.8213,0.0014354664
2439187.0,1360.7851,0.0012045706
2439188.0,1360.7658,0.0011376493
2439189.0,1360.7469,0.0011155286
2439190.0,1360.7485,0.001063245
2439191.0,1360.7569,0.0011153762
2439192.0,1360.7582,0.0011750952
2439193.0,1360.7792,0.0011897179
2439194.0,1360.7988,0.0013387412
2439195.0,1360.8143,0.0013459819
2439196.0,1360.8263,0.0013011583
2439197.0,1360.8445,0.0013308976
2439198.0,1360.8714,0.0014573862
2439199.0,1360.8964,0.0015541112
2439200.0,1360.9432,0.0019861702
2439201.0,1360.9595,0.0024130445
2439202.0,1360.8494,0.0033619722
2439203.0,1360.7289,0.0037354274
2439204.0,1360.6508,0.0041496208
2439205.0,1360.3153,0.0039735811
2439206.0,1360.7599,0.0045781654
2439207.0,1360.5899,0.0034156411
2439208.0,1360.5943,0.0027182469
2439209.0,1360.7005,0.0024451233
2439210.0,1360.7904,0.0022967802
2439211.0,1360.8188,0.0018028878
2439212.0,1360.9071,0.0016806614
2439213.0,1360.9656,0.0020231435
2439214.0,1360.9767,0.0026607741
2439215.0,1360.8311,0.0028954732
2439216.0,1360.6891,0.0038077424
2439217.0,1360.3773,0.0036132421
2439218.0,1360.2265,0.0036275261
2439219.0,1360.1725,0.0033085303
2439220.0,1360.2647,0.0033150323
2439221.0,1360.4776,0.0032006405
2439222.0,1360.6442,0.0033319559
2439223.0,1360.7147,0.0032078096
2439224.0,1360.8887,0.0035253988
2439225.0,1360.9422,0.0029819433
2439226.0,1360.8215,0.0025678171
2439227.0,1360.9449,0.0024967117
2439228.0,1361.0715,0.0025591818
2439229.0,1361.0583,0.0024324038
2439230.0,1360.962,0.0022776946
2439231.0,1360.9627,0.0026767957
2439232.0,1360.8978,0.0024469498
2439233.0,1360.92,0.0025966788
2439234.0,1360.8702,0.0024263501
2439235.0,1360.9182,0.0021217308
2439236.0,1360.9567,0.0024658874
2439237.0,1360.8943,0.0023338095
2439238.0,1360.9213,0.002460452
2439239.0,1360.9187,0.0028701046
2439240.0,1360.8226,0.0032582501
2439241.0,1360.8169,0.003266913
2439242.0,1360.9495,0.0030573506
2439243.0,1360.9831,0.0027207702
2439244.0,1361.0121,0.0025685539
2439245.0,1360.9628,0.0025409118
2439246.0,1360.9465,0.0024438384
2439247.0,1360.8482,0.0023371738
2439248.0,1360.8937,0.0025002522
2439249.0,1360.9112,0.002498939
2439250.0,1360.9057,0.0023934921
2439251.0,1360.8976,0.0020925395
2439252.0,1360.859,0.0020191506
2439253.0,1360.9725,0.0021874493
2439254.0,1360.9753,0.0020379429
2439255.0,1360.9925,0.0020154417
2439256.0,1360.9882,0.001948455
2439257.0,1360.9023,0.0020773123
2439258.0,1361.087,0.0023948868
2439259.0,1361.0835,0.0024172374
2439260.0,1361.1113,0.0027303108
2439261.0,1361.1239,0.0028871492
2439262.0,1361.0789,0.0029640512
2439263.0,1361.1225,0.0028647221
2439264.0,1361.1739,0.0028488492
2439265.0,1361.252,0.0034752037
2439266.0,1361.1703,0.0041163876
2439267.0,1361.0997,0.0047498851
2439268.0,1360.938,0.0045881531
2439269.0,1361.0596,0.0040154749
2439270.0,1361.045,0.004302785
2439271.0,1361.1634,0.0040866311
2439272.0,1361.098,0.0038879172
2439273.0,1360.8695,0.0036213337
2439274.0,1360.977,0.0035279139
2439275.0,1361.0875,0.0034093136
2439276.0,1361.0607,0.003070694
2439277.0,1361.2048,0.0033643561
2439278.0,1361.0405,0.0033223524
2439279.0,1361.1005,0.0032418136
2439280.0,1361.1616,0.0031408158
2439281.0,1361.1487,0.0030962661
2439282.0,1361.1398,0.0030740873
2439283.0,1361.1669,0.0030881504
2439284.0,1361.0916,0.0027158131
2439285.0,1361.0955,0.0029106498
2439286.0,1361.0759,0.0028588848
2439287.0,1361.0387,0.00271019
2439288.0,1360.9476,0.0026551764
2439289.0,1360.9067,0.002643239
2439290.0,1360.9413,0.0026556322
2439291.0,1361.0018,0.0027196183
2439292.0,1361.0373,0.0025526012
2439293.0,1361.0777,0.0027912139
2439294.0,1360.9253,0.002915114
2439295.0,1360.942,0.0028223277
2439296.0,1360.8995,0.0027274275
2439297.0,1360.9568,0.0025261763
2439298.0,1360.9512,0.0024586503
2439299.0,1360.9887,0.0026525131
2439300.0,1360.9438,0.0028905145
2439301.0,1361.0524,0.0032150627
2439302.0,1361.0849,0.0033109961
2439303.0,1361.1237,0.0033687099
2439304.0,1361.0593,0.0030103787
2439305.0,1361.1358,0.0030517188
2439306.0,1361.0503,0.0029279402
2439307.0,1361.0613,0.0030027102
2439308.0,1361.1108,0.0029550914
2439309.0,1361.0642,0.0028142976
2439310.0,1361.0653,0.0028894608
2439311.0,1361.0525,0.0033136704
2439312.0,1360.9092,0.0033529428
2439313.0,1360.8741,0.0037134506
2439314.0,1360.9393,0.0039264718
2439315.0,1361.1002,0.0040406909
2439316.0,1361.1705,0.0035318102
2439317.0,1361.2485,0.0035578528
2439318.0,1361.2824,0.003616651
2439319.0,1361.1721,0.003147951
2439320.0,1361.1485,0.0029763276
2439321.0,1361.1276,0.0029245004
2439322.0,1361.1119,0.0030301755
2439323.0,1361.079,0.0031601395
2439324.0,1361.0263,0.0030428772
2439325.0,1361.0069,0.0030520009
2439326.0,1360.9243,0.0030753384
2439327.0,1360.9985,0.0030982551
2439328.0,1361.0185,0.0032331945
2439329.0,1361.0482,0.0034433075
2439330.0,1361.1138,0.0040772457
2439331.0,1361.1501,0.0045098149
2439332.0,1361.0565,0.0049451216
2439333.0,1360.9761,0.0050968609
2439334.0,1360.956,0.0047954691
2439335.0,1361.034,0.004809441
2439336.0,1361.136,0.005466869
2439337.0,1361.0841,0.00510313
2439338.0,1361.0809,0.0048311013
2439339.0,1361.2169,0.0049078196
2439340.0,1361.1864,0.004427982
2439341.0,1361.1896,0.0043204113
2439342.0,1361.2526,0.0041463674
2439343.0,1361.236,0.0037315418
2439344.0,1361.2491,0.0033928874
2439345.0,1361.2199,0.003057204
2439346.0,1361.1723,0.002766912
2439347.0,1361.045,0.0026798703
2439348.0,1361.1197,0.0025139295
2439349.0,1361.0766,0.0023874754
2439350.0,1361.0157,0.0024108947
2439351.0,1361.0009,0.0024338516
2439352.0,1360.9221,0.002415099
2439353.0,1360.9709,0.0024726872
2439354.0,1360.9931,0.0025844761
2439355.0,1361.0694,0.0027014895
2439356.0,1361.114,0.0027526851
2439357.0,1361.1677,0.0029459606
2439358.0,1361.2266,0.0030646026
2439359.0,1361.2569,0.0031463858
2439360.0,1361.2767,0.003354964
2439361.0,1361.3324,0.004042751
2439362.0,1361.2379,0.0046052346
2439363.0,1360.9831,0.0049851634
2439364.0,1360.8435,0.0053318553
2439365.0,1360.8253,0.0055932749
2439366.0,1361.1083,0.0054496996
2439367.0,1360.9726,0.0052631925
2439368.0,1361.0,0.0049733125
2439369.0,1360.8364,0.0046048615
2439370.0,1360.9536,0.0042340181
2439371.0,1360.9762,0.0034361075
2439372.0,1361.0872,0.0031898159
2439373.0,1361.1969,0.0030874002
2439374.0,1361.1789,0.0029831176
2439375.0,1361.1526,0.0027893986
2439376.0,1361.0788,0.0026338107
2439377.0,1361.0533,0.0026645456
2439378.0,1360.9791,0.0026002905
2439379.0,1360.9224,0.0024981519
2439380.0,1361.0216,0.0026959543
2439381.0,1361.1529,0.0030061595
2439382.0,1361.1756,0.0031253521
2439383.0,1361.1623,0.0035021312
2439384.0,1361.0861,0.0038587533
2439385.0,1361.1288,0.0048298797
2439386.0,1360.7958,0.0052591616
2439387.0,1360.8424,0.0063272902
2439388.0,1360.6247,0.0067469119
2439389.0,1360.6909,0.0066751489
2439390.0,1360.4695,0.0060463055
2439391.0,1360.6989,0.0054849464
2439392.0,1360.7731,0.0051387019
2439393.0,1360.9796,0.0049702948
2439394.0,1360.963,0.0044032854
2439395.0,1361.061,0.0036630228
2439396.0,1360.9971,0.003174389
2439397.0,1360.9612,0.0027904038
2439398.0,1361.0245,0.0028389542
2439399.0,1360.9119,0.0026276284
2439400.0,1361.0822,0.0030542782
2439401.0,1361.1412,0.0030965557
2439402.0,1361.1894,0.0031848746
2439403.0,1361.1382,0.0029916218
2439404.0,1361.0866,0.00294862
2439405.0,1361.0746,0.0030924518
2439406.0,1361.0093,0.0031884412
2439407.0,1361.0101,0.0029078664
2439408.0,1361.0749,0.0032133475
2439409.0,1361.1468,0.0034351712
2439410.0,1361.1757,0.0036902365
2439411.0,1361.2056,0.0040594459
2439412.0,1361.1844,0.0046740078
2439413.0,1361.0164,0.0045094037
2439414.0,1360.8233,0.0045767532
2439415.0,1360.8261,0.0045602635
2439416.0,1360.7073,0.0046094135
2439417.0,1360.8481,0.0044053044
2439418.0,1360.7742,0.0041955317
2439419.0,1361.081,0.004792225
2439420.0,1360.8746,0.0045873567
2439421.0,1361.0539,0.0044636916
2439422.0,1361.0468,0.0037947355
2439423.0,1361.065,0.0034112811
2439424.0,1361.0481,0.0030110924
2439425.0,1361.0967,0.0027755804
2439426.0,1361.0575,0.0023428889
2439427.0,1361.0955,0.0025065786
2439428.0,1361.1645,0.002916132
2439429.0,1361.0372,0.0026276218
2439430.0,1361.0701,0.0027314643
2439431.0,1361.0164,0.0025383385
2439432.0,1361.0906,0.002700867
2439433.0,1361.0453,0.0024251548
2439434.0,1361.0465,0.0023280773
2439435.0,1361.1414,0.0027895447
2439436.0,1361.2129,0.0032965565
2439437.0,1361.2774,0.0039478236
2439438.0,1361.2145,0.0042183933
2439439.0,1361.0476,0.0042637383
2439440.0,1361.0416,0.0046288666
2439441.0,1360.8299,0.0050099748
2439442.0,1360.7556,0.0050405354
2439443.0,1360.8925,0.0050161482
2439444.0,1360.9121,0.0048218202
2439445.0,1360.9702,0.0046982837
2439446.0,1361.022,0.0045782699
2439447.0,1361.0819,0.0039511065
2439448.0,1361.1452,0.0039589416
2439449.0,1361.1773,0.0037734466
2439450.0,1361.0832,0.0037750324
2439451.0,1360.8665,0.0037924139
2439452.0,1360.8658,0.0042444725
2439453.0,1360.8908,0.0040986665
2439454.0,1361.0124,0.0040070718
2439455.0,1361.0748,0.0037607269
2439456.0,1361.0384,0.0035052864
2439457.0,1361.1553,0.0037829188
2439458.0,1361.1888,0.0032523752
2439459.0,1361.0503,0.0027923757
2439460.0,1361.0388,0.0025375641
2439461.0,1361.0452,0.0023654033
2439462.0,1361.1049,0.0025735992
2439463.0,1361.1659,0.002841468
2439464.0,1361.2022,0.0033044132
2439465.0,1361.1855,0.0037652098
2439466.0,1361.2107,0.0041197987
2439467.0,1361.0949,0.0042948572
2439468.0,1361.0553,0.0047661455
2439469.0,1361.0369,0.0065474064
2439470.0,1360.7974,0.0075462928
2439471.0,1360.1954,0.0083655848
2439472.0,1360.2418,0.0078965746
2439473.0,1360.5168,0.0075422085
2439474.0,1360.988,0.0068297931
2439475.0,1361.1441,0.0064102858
2439476.0,1361.3724,0.0055926781
2439477.0,1361.3805,0.004810833
2439478.0,1361.2518,0.0037834074
2439479.0,1361.3507,0.0038618372
2439480.0,1361.3205,0.0035111213
2439481.0,1361.2877,0.0034294598
2439482.0,1361.2854,0.0033548587
2439483.0,1361.3267,0.0037426855
2439484.0,1361.2215,0.0037399695
2439485.0,1361.1577,0.0038206839
2439486.0,1361.062,0.0037775268
2439487.0,1361.1318,0.0036711019
2439488.0,1361.1354,0.0035115865
2439489.0,1361.2177,0.0036421171
2439490.0,1361.2545,0.0040779743
2439491.0,1361.187,0.0044969074
2439492.0,1361.0642,0.0048266317
2439493.0,1360.9279,0.0063281722
2439494.0,1360.6617,0.007340145
2439495.0,1360.4621,0.0080115505
2439496.0,1360.7546,0.008481218
2439497.0,1360.5622,0.0079357592
2439498.0,1360.9971,0.0071657622
2439499.0,1361.0571,0.0062773777
