time (days since 1610-01-01),irradiance (W/m^2),uncertainty (W/m^2)
127422.0,1362.0740966796875,0.7593581676483154
127452.0,1361.53662109375,0.9595562219619751
127483.0,1361.3587646484375,1.2249209880828857
127514.0,1361.9755859375,0.8107488751411438
127542.0,1361.39111328125,0.9694790840148926
127573.0,1361.7149658203125,0.8195509314537048
127603.0,1361.7425537109375,0.8722784519195557
127634.0,1361.59765625,0.8989543914794922
127664.0,1361.8077392578125,0.822819173336029
127695.0,1361.194580078125,0.9511858224868774
127726.0,1361.6395263671875,0.7512269020080566
127756.0,1361.598388671875,0.5732499361038208
127787.0,1361.368896484375,0.6997493505477905
127817.0,1361.3887939453125,0.7093507051467896
127848.0,1361.4827880859375,0.7478847503662109
127879.0,1361.5374755859375,0.5936484336853027
127908.0,1361.6259765625,0.49658456444740295
127939.0,1361.2818603515625,0.5729748606681824
127969.0,1361.3330078125,0.5870476961135864
128000.0,1361.5584716796875,0.5139386057853699
128030.0,1361.3416748046875,0.5928778648376465
128061.0,1361.3773193359375,0.638440728187561
128092.0,1361.5888671875,0.5190953016281128
128122.0,1361.4376220703125,0.43352168798446655
128153.0,1361.228759765625,0.46755924820899963
128183.0,1361.341064453125,0.375851571559906
128214.0,1361.2408447265625,0.31670933961868286
128245.0,1361.134521484375,0.20577847957611084
128273.0,1361.0443115234375,0.21369929611682892
128304.0,1360.927001953125,0.22710846364498138
128334.0,1361.010498046875,0.20756009221076965
128365.0,1360.82373046875,0.28052666783332825
128395.0,1360.93701171875,0.34749338030815125
128426.0,1361.2266845703125,0.2519519329071045
128457.0,1360.7796630859375,0.29869315028190613
128487.0,1361.0247802734375,0.18953146040439606
128518.0,1360.88916015625,0.15566898882389069
128548.0,1360.90576171875,0.1899547278881073
128579.0,1360.7593994140625,0.21066109836101532
128610.0,1360.6744384765625,0.24442753195762634
128638.0,1360.95654296875,0.24000981450080872
128669.0,1360.8494873046875,0.2123918980360031
128699.0,1360.83642578125,0.2243376523256302
128730.0,1360.9276123046875,0.18400034308433533
128760.0,1360.7958984375,0.13754087686538696
128791.0,1360.7611083984375,0.11041851341724396
128822.0,1360.635498046875,0.20588290691375732
128852.0,1360.8031005859375,0.17700132727622986
128883.0,1360.7603759765625,0.14795340597629547
128913.0,1360.8048095703125,0.13249394297599792
128944.0,1360.7122802734375,0.1172349601984024
128975.0,1360.7950439453125,0.130409836769104
129003.0,1360.775634765625,0.11597535014152527
129034.0,1360.672607421875,0.13111716508865356
129064.0,1360.705810546875,0.1830405443906784
129095.0,1360.7623291015625,0.1632399708032608
129125.0,1360.7552490234375,0.10789123177528381
129156.0,1360.720703125,0.1420491635799408
129187.0,1360.5743408203125,0.18556168675422668
129217.0,1360.696044921875,0.16045919060707092
129248.0,1360.84228515625,0.13025648891925812
129278.0,1360.7822265625,0.09369038045406342
129309.0,1360.7113037109375,0.08272611349821091
129340.0,1360.7381591796875,0.08949388563632965
129369.0,1360.714599609375,0.08861517906188965
129400.0,1360.77734375,0.08016428351402283
129430.0,1360.7100830078125,0.06972674280405045
129461.0,1360.7301025390625,0.07239371538162231
129491.0,1360.6962890625,0.06042151898145676
129522.0,1360.70751953125,0.06890460103750229
129553.0,1360.708251953125,0.0625501498579979
129583.0,1360.7498779296875,0.07253464311361313
129614.0,1360.734619140625,0.07049721479415894
129644.0,1360.7552490234375,0.08833884447813034
129675.0,1360.7174072265625,0.08596689254045486
129706.0,1360.7337646484375,0.08522974699735641
129734.0,1360.7509765625,0.07360769808292389
129765.0,1360.7679443359375,0.07016219943761826
129795.0,1360.7628173828125,0.10577299445867538
129826.0,1360.834228515625,0.09657855331897736
129856.0,1360.8232421875,0.08941283822059631
129887.0,1360.83154296875,0.07492870092391968
129918.0,1360.75,0.0815848782658577
129948.0,1360.8021240234375,0.10244958847761154
129979.0,1360.75927734375,0.08012749254703522
130009.0,1360.7518310546875,0.07617765665054321
130040.0,1360.8311767578125,0.1292889565229416
130071.0,1360.8697509765625,0.1206798329949379
130099.0,1360.7799072265625,0.1650526523590088
130130.0,1360.7611083984375,0.2125982940196991
130160.0,1361.124755859375,0.21493086218833923
130191.0,1361.08203125,0.19661754369735718
130221.0,1360.998046875,0.24463923275470734
130252.0,1361.18798828125,0.2614414095878601
130283.0,1360.9375,0.28470906615257263
130313.0,1361.1185302734375,0.2688172459602356
130344.0,1361.17578125,0.3030007779598236
130374.0,1361.1434326171875,0.3462384343147278
130405.0,1360.938232421875,0.49814796447753906
130436.0,1361.2833251953125,0.5021588802337646
130464.0,1361.0394287109375,0.56429523229599
130495.0,1361.6033935546875,0.3944423198699951
130525.0,1360.9913330078125,0.4861140847206116
130556.0,1361.2464599609375,0.39233994483947754
130586.0,1361.1077880859375,0.4826714098453522
130617.0,1361.170166015625,0.5552135109901428
130648.0,1361.504638671875,0.39841100573539734
130678.0,1361.371337890625,0.4229899048805237
130709.0,1361.2320556640625,0.4884089231491089
130739.0,1361.216552734375,0.5885811448097229
130770.0,1361.36474609375,0.7286520004272461
130801.0,1361.48046875,0.6290174722671509
130830.0,1361.4722900390625,0.4588744640350342
130861.0,1361.4793701171875,0.4112444221973419
130891.0,1361.14599609375,0.5503476858139038
130922.0,1361.122802734375,0.5734764933586121
130952.0,1361.319091796875,0.4950132369995117
130983.0,1361.1934814453125,0.511786162853241
131014.0,1361.3289794921875,0.48042169213294983
131044.0,1361.2723388671875,0.498354434967041
131075.0,1361.401123046875,0.46432653069496155
131105.0,1361.079345703125,0.502816379070282
131136.0,1361.2733154296875,0.515265703201294
131167.0,1361.468505859375,0.5059238076210022
131195.0,1361.334228515625,0.649495005607605
131226.0,1361.3753662109375,0.5688182711601257
131256.0,1361.603515625,0.5463757514953613
131287.0,1361.158203125,0.5749039053916931
131317.0,1361.5350341796875,0.4906715452671051
131348.0,1361.303466796875,0.47073444724082947
131379.0,1361.5987548828125,0.4335465133190155
131409.0,1361.2806396484375,0.5398122668266296
131440.0,1361.1715087890625,0.5370230674743652
131470.0,1361.424560546875,0.5039958357810974
131501.0,1361.3564453125,0.5603513121604919
131532.0,1361.090576171875,0.6423571705818176
131560.0,1361.6412353515625,0.5571277141571045
131591.0,1361.3487548828125,0.610397219657898
131621.0,1361.2384033203125,0.6647059917449951
131652.0,1361.541015625,0.5767399072647095
131682.0,1361.328857421875,0.589699923992157
131713.0,1361.3031005859375,0.4586934745311737
131744.0,1361.335693359375,0.4989226460456848
131774.0,1361.3900146484375,0.49583572149276733
131805.0,1361.366943359375,0.5449463725090027
131835.0,1361.5447998046875,0.5314720273017883
131866.0,1361.068115234375,0.5562562346458435
131897.0,1361.079345703125,0.4502466320991516
131925.0,1361.334228515625,0.33456122875213623
131956.0,1361.090576171875,0.33601152896881104
131986.0,1361.068359375,0.2926710247993469
132017.0,1361.14306640625,0.24797508120536804
132047.0,1360.9154052734375,0.3572438657283783
132078.0,1360.8876953125,0.3506716191768646
132109.0,1361.0906982421875,0.24585145711898804
132139.0,1360.843505859375,0.3090902864933014
132170.0,1360.9927978515625,0.3084040582180023
132200.0,1360.974853515625,0.33068475127220154
