Year,Country,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2013,Australia,391.15,391.5,391.76,391.89,392.24,392.72,393.26,393.7,393.84,393.9,393.8,393.73
2013,Barbados,395.96,397.03,398.13,399.01,399.61,398.87,396.07,393.35,392.19,393.01,395.03,397.3
2013,Brazil,393.78,393.29,393.98,395.01,395.01,394.52,394.8,395.31,395.43,395.73,395.96,396.25
2013,Canada,408.69,408.98,409.12,409.48,409.94,409.12,405.78,402.64,402.78,405.38,407.92,409.48
2013,Chile,392.12,392.38,392.32,392.24,392.92,393.73,393.76,393.71,394.12,394.54,394.53,394.78
2013,Finland,403.55,403.27,403.24,404.17,399.42,392.12,390.04,391.0,394.91,396.58,399.0,403.6
2013,France,390.84,390.65,391.12,391.91,392.41,392.89,393.43,393.78,394.03,394.14,394.03,393.74
2013,Germany,403.1,408.96,409.07,404.36,397.99,390.86,388.49,388.78,390.67,397.4,401.1,402.24
2013,Greenland,399.26,400.23,400.87,401.99,401.68,398.78,392.9,388.19,389.25,393.89,397.8,400.93
2013,Guam,396.68,397.21,397.86,399.24,399.76,398.93,397.8,395.82,394.07,394.38,395.9,397.05
2013,Hungary,413.8,413.04,410.3,403.17,392.56,386.8,387.76,389.87,391.8,399.75,406.48,414.1
2013,Indonesia,395.67,394.96,393.99,394.27,392.37,396.18,405.88,403.91,393.86,391.71,393.01,392.26
2013,Ireland,398.72,399.0,400.8,402.07,401.27,398.94,392.92,387.54,389.06,394.27,397.74,400.32
2013,Israel,401.51,401.02,400.94,401.63,399.15,395.08,390.54,389.93,393.23,398.01,400.51,402.65
2013,Italy,399.99,401.79,401.54,400.24,399.28,396.38,392.31,391.18,393.15,395.35,397.79,399.86
2013,Japan,391.43,391.37,391.28,391.54,392.01,392.47,392.93,393.53,393.95,393.94,393.88,393.87
2013,Mexico,395.18,395.58,396.5,398.83,400.03,397.36,394.77,393.86,392.48,391.36,393.6,396.44
2013,Mongolia,401.74,401.67,400.97,402.34,403.92,398.92,390.9,389.2,392.89,399.04,402.56,402.79
2013,Namibia,392.41,392.67,393.32,393.71,393.66,394.54,395.45,395.23,395.4,395.19,394.93,394.96
2013,New Zealand,391.33,390.96,391.38,392.42,392.73,392.6,393.35,394.21,394.08,393.92,393.69,393.59
2013,Norway and Sweden,401.03,401.89,401.7,402.22,401.81,398.78,392.75,387.36,388.46,393.55,399.35,402.25
2013,Peoples Republic of China,403.15,399.07,400.78,404.5,406.13,400.5,393.08,390.34,396.86,400.42,398.24,401.37
2013,Portugal,397.01,397.01,397.01,400.59,400.54,397.54,393.97,392.96,393.48,395.91,398.1,399.96
2013,Republic of Kiribati,395.87,395.87,395.87,395.87,395.87,396.94,396.6,395.87,395.11,394.85,395.36,396.36
2013,Republic of Korea,406.94,406.47,406.58,409.32,410.72,408.35,405.4,404.34,405.18,405.1,404.97,406.88
2013,Russia,401.63,404.01,403.74,403.01,404.03,400.78,391.39,386.34,391.53,398.85,402.33,405.17
2013,Seychelles,394.88,396.26,395.66,393.58,392.68,393.5,394.03,394.32,394.75,395.02,395.2,396.28
2013,South Africa,391.62,391.62,391.57,392.01,392.23,392.62,393.26,393.58,393.64,393.68,393.64,393.72
2013,Spain,397.31,399.38,399.86,398.82,397.1,396.76,396.55,392.91,392.83,396.46,398.38,400.74
2013,Taiwan,398.24,397.3,399.74,401.53,398.85,396.74,396.3,394.02,393.37,395.37,398.87,402.24
2013,United Kingdom,393.68,394.48,394.75,394.99,394.69,394.84,395.28,394.25,393.29,394.11,395.15,395.46
2013,United States,397.93,398.71,399.09,399.21,399.17,397.35,393.46,391.53,392.62,395.46,398.11,399.75
2014,Algeria,398.72,399.62,400.83,401.48,401.65,400.61,397.83,394.94,394.61,396.06,397.5,399.58
2014,American Samoa,396.33,396.42,396.17,395.48,395.1,395.76,396.77,396.55,396.27,396.4,396.53,397.48
2014,Australia,393.76,393.7,393.74,393.95,394.21,394.61,395.15,395.61,395.81,395.73,395.59,395.5
2014,Barbados,398.6,399.0,399.49,400.99,401.75,400.63,397.92,395.23,394.3,395.09,397.3,399.16
2014,Brazil,396.69,396.48,395.94,395.66,396.36,397.86,397.73,397.52,397.63,397.63,398.26,398.44
2014,Canada,403.03,403.78,404.6,404.74,404.92,402.28,394.79,389.28,389.86,394.57,399.52,403.59
2014,Chile,395.2,395.17,394.64,394.48,395.66,396.04,395.5,396.05,395.94,396.05,396.96,397.04
2014,Finland,406.39,408.08,407.01,405.49,403.81,397.84,392.82,391.44,392.28,397.84,403.2,405.49
2014,France,393.48,393.38,393.51,393.96,394.31,394.68,395.29,395.72,396.0,395.98,395.79,394.74
2014,Germany,404.18,406.2,404.84,400.53,396.75,396.84,394.8,389.02,391.48,399.77,406.45,407.89
2014,Greenland,403.11,403.76,403.66,403.85,403.8,400.35,393.69,389.59,389.99,394.81,399.57,402.01
2014,Guam,397.93,399.24,400.12,400.51,401.43,401.12,399.46,397.44,395.66,395.7,397.31,398.8
2014,Hungary,422.37,417.7,408.35,401.49,394.98,393.37,393.56,390.24,392.2,401.34,409.76,414.33
2014,Indonesia,394.12,399.69,400.12,396.28,395.62,395.31,393.6,392.29,393.32,395.02,392.4,393.16
2014,Ireland,402.06,402.36,403.1,404.04,403.21,399.55,393.38,389.17,390.01,395.47,400.08,402.27
2014,Israel,404.73,404.13,403.38,402.56,400.98,398.96,395.34,393.37,395.87,401.43,404.87,404.64
2014,Italy,401.3,401.69,402.26,402.7,400.75,397.54,392.79,390.65,393.88,397.95,401.56,403.24
2014,Japan,393.73,393.46,393.49,393.82,394.11,394.58,395.08,395.52,395.86,395.98,395.84,395.58
2014,Mexico,397.13,397.6,398.38,400.22,401.59,399.62,397.61,396.27,394.13,394.12,396.36,397.6
2014,Mongolia,403.53,404.24,404.09,404.82,401.84,393.7,387.66,391.3,396.25,398.77,401.04,402.15
2014,Namibia,394.53,394.55,395.15,395.25,395.08,396.07,397.46,397.42,396.54,396.4,396.79,396.86
2014,New Zealand,393.9,393.91,393.91,394.13,394.01,394.4,395.58,395.53,395.29,395.77,395.59,395.14
2014,Norway and Sweden,403.51,404.9,404.73,404.53,404.59,401.42,395.14,389.34,389.52,395.1,400.3,402.49
2014,Peoples Republic of China,409.96,409.93,406.39,407.21,404.98,398.1,391.16,389.21,396.31,405.76,405.03,402.65
2014,Portugal,401.06,401.92,402.34,402.45,402.66,399.18,393.66,392.24,392.41,394.56,398.43,400.16
2014,Republic of Kiribati,397.18,397.24,397.63,398.57,397.91,397.09,397.16,397.03,396.94,397.24,397.4,397.4
2014,Republic of Korea,410.38,411.91,412.86,412.61,411.65,406.94,401.2,396.64,399.18,406.18,407.89,412.4
2014,Russia,407.52,407.73,407.25,406.41,405.2,400.63,391.27,387.04,392.58,398.89,402.12,405.13
2014,Seychelles,397.67,397.48,397.21,396.69,395.23,395.11,396.02,396.49,396.73,396.98,397.44,398.47
2014,South Africa,393.74,393.76,393.91,393.74,394.03,394.65,395.12,395.38,395.37,395.47,395.75,395.81
2014,Spain,401.31,400.16,401.08,402.75,401.6,399.28,396.3,394.38,396.12,398.48,401.03,403.23
2014,Taiwan,402.94,403.75,404.23,404.74,403.16,399.8,398.06,396.62,396.22,397.36,399.79,403.62
2014,United Kingdom,395.81,396.53,396.6,396.59,396.85,395.99,395.55,395.69,395.87,396.81,397.23,397.06
2014,United States,400.44,401.02,401.62,402.37,401.93,399.35,395.27,392.93,394.11,397.28,400.26,402.22
2015,Algeria,401.14,402.1,403.41,403.56,403.06,401.79,399.25,397.35,396.47,397.52,400.04,402.44
2015,American Samoa,398.35,398.48,398.66,398.43,397.83,397.71,397.92,398.19,398.39,398.57,399.03,399.77
2015,Australia,395.58,395.72,395.81,396.23,396.71,397.07,397.59,398.14,398.48,398.4,398.34,398.56
2015,Barbados,400.21,401.21,402.14,403.17,403.7,402.61,400.27,397.54,396.54,397.69,399.79,401.55
2015,Brazil,397.7,397.19,398.03,399.45,400.29,399.86,399.33,399.13,399.13,399.13,399.13,401.21
2015,Canada,404.99,406.39,407.47,406.93,406.61,403.59,396.38,391.18,392.47,397.08,402.69,406.22
2015,Chile,397.13,397.12,397.09,397.43,397.02,397.18,398.18,398.23,398.13,398.78,399.21,400.13
2015,Finland,407.17,406.53,406.96,407.9,406.33,400.75,395.76,395.49,394.64,397.7,404.6,408.75
2015,France,395.46,395.45,395.81,396.29,396.48,397.05,397.68,398.09,398.46,398.53,398.44,398.28
2015,Germany,407.24,408.92,407.63,404.06,400.36,397.06,395.55,393.6,395.09,402.22,405.73,407.94
2015,Greenland,403.11,404.13,405.15,405.98,405.48,401.6,395.42,391.96,393.04,397.08,402.4,405.31
2015,Guam,400.58,401.85,401.84,402.42,403.63,403.47,402.74,400.92,398.3,398.13,400.01,401.26
2015,Hungary,416.15,414.06,409.39,404.34,397.8,393.02,394.09,395.19,398.67,411.64,418.55,421.19
2015,Indonesia,397.54,398.57,398.07,397.0,395.56,395.07,394.83,394.56,398.6,404.09,399.45,397.52
2015,Ireland,404.0,405.12,405.21,405.2,404.63,401.45,395.96,391.75,393.06,397.33,401.3,405.07
2015,Israel,404.67,405.93,405.93,405.58,403.84,398.27,396.0,397.87,400.33,404.63,407.35,407.42
2015,Italy,402.64,403.76,404.68,403.96,402.09,398.84,397.96,397.87,396.84,399.45,403.54,405.44
2015,Japan,395.58,395.62,395.7,396.08,396.63,397.1,397.48,398.07,398.5,398.56,398.58,398.53
2015,Mexico,398.11,399.49,400.96,401.47,402.16,401.61,399.34,397.88,397.08,397.3,398.63,400.55
2015,Mongolia,402.97,404.47,405.36,406.31,407.38,403.12,394.73,391.55,394.25,399.19,403.74,408.34
2015,Namibia,396.54,396.39,396.78,397.59,398.03,398.06,398.19,398.98,399.22,398.72,398.46,399.83
2015,New Zealand,395.21,395.37,396.02,397.08,397.21,397.23,398.25,398.8,398.7,398.83,398.73,398.76
2015,Norway and Sweden,404.18,405.85,406.54,406.76,406.1,402.99,396.37,391.01,392.04,397.62,403.22,405.65
2015,Peoples Republic of China,403.97,406.28,409.86,409.08,403.7,399.24,394.48,391.92,395.34,401.92,402.46,403.22
2015,Portugal,400.94,402.05,403.15,404.58,404.65,402.58,398.51,394.03,393.91,397.99,402.39,404.71
2015,Republic of Korea,413.88,412.24,414.52,415.3,411.93,404.4,402.82,403.13,401.92,411.45,418.4,414.88
2015,Russia,407.33,408.72,408.54,407.51,407.21,403.36,393.72,390.41,399.01,405.27,406.62,409.09
2015,Seychelles,399.89,400.78,399.88,397.8,397.3,398.14,398.96,399.05,399.0,399.05,399.76,401.19
2015,South Africa,395.6,395.59,395.82,396.44,397.22,397.26,397.36,397.96,398.11,398.33,398.43,398.25
2015,Spain,403.62,403.82,404.2,404.46,403.44,402.19,400.48,397.32,397.72,401.17,402.58,403.96
2015,Taiwan,406.36,406.06,405.08,405.92,405.05,402.31,400.52,397.52,397.94,401.8,403.79,406.5
2015,United Kingdom,397.76,398.33,399.15,399.3,398.3,397.87,398.56,397.9,397.06,398.35,399.49,400.07
2015,United States,402.98,403.34,403.88,404.12,403.5,401.26,397.37,395.15,396.77,400.24,403.04,405.04
2016,Algeria,404.04,404.89,406.13,407.25,407.21,405.98,403.22,400.47,400.1,401.35,403.78,406.01
2016,American Samoa,400.36,400.9,401.64,401.37,401.24,402.02,402.47,402.46,402.1,402.18,402.55,403.24
2016,Argentina,401.08,401.08,401.08,401.08,401.08,401.19,401.46,401.33,401.27,401.09,400.75,400.48
2016,Australia,398.69,398.73,398.9,399.49,399.94,400.45,401.14,401.43,401.56,401.63,401.36,400.99
2016,Barbados,403.29,404.69,405.53,406.55,407.04,406.01,403.45,400.55,399.51,400.66,403.12,405.27
2016,Brazil,401.19,401.52,401.91,401.22,401.32,402.75,403.35,403.13,403.16,403.42,403.74,404.18
2016,Canada,407.55,408.43,409.09,409.63,409.01,405.41,399.01,393.8,395.37,400.69,405.7,409.24
2016,Chile,400.72,399.77,399.39,400.04,400.21,400.55,400.74,401.48,402.31,401.56,401.23,402.24
2016,Finland,410.37,412.13,413.55,410.57,407.89,403.83,395.39,394.34,400.84,406.52,409.37,410.73
2016,France,398.04,398.14,398.84,399.44,399.89,400.59,401.16,401.35,401.58,401.66,401.31,400.87
2016,Germany,409.53,410.06,410.94,408.3,404.2,400.21,397.02,395.22,398.5,407.32,410.8,411.45
2016,Greenland,406.87,408.09,408.2,408.35,407.9,404.43,398.42,394.51,396.88,402.36,406.47,408.45
2016,Guam,403.53,403.53,403.53,403.53,403.53,403.53,403.53,403.53,403.53,401.75,403.56,405.27
2016,Hungary,421.26,417.47,413.7,408.18,401.41,396.47,394.58,394.79,400.79,413.62,423.34,423.14
2016,Iceland,401.56,401.56,401.56,401.56,401.56,401.56,399.06,394.51,397.15,402.86,406.56,409.23
2016,Indonesia,402.28,401.77,399.52,401.68,402.03,398.77,397.3,396.23,395.99,397.39,399.33,398.32
2016,Ireland,407.03,407.29,408.18,408.71,406.98,403.18,398.4,394.17,397.19,403.55,405.55,407.49
2016,Israel,408.35,410.36,410.22,408.86,407.74,404.22,400.1,399.97,402.29,406.04,409.31,409.7
2016,Italy,405.64,406.34,407.69,407.28,406.58,404.3,399.16,397.95,401.19,403.3,405.2,408.32
2016,Japan,398.26,398.25,398.76,399.34,399.86,400.39,400.99,401.47,401.62,401.6,401.52,401.4
2016,Mexico,402.3,402.88,403.9,405.54,406.97,406.46,403.43,400.43,399.23,401.28,404.51,405.16
2016,Mongolia,409.58,409.19,409.63,410.55,408.99,402.18,395.68,395.88,401.63,405.98,408.36,410.57
2016,Namibia,400.85,400.09,400.08,400.67,401.44,402.57,402.93,403.22,403.07,402.36,402.42,402.36
2016,New Zealand,398.67,398.37,399.5,401.39,401.97,401.56,401.55,401.55,400.95,400.61,400.61,400.61
2016,Norway and Sweden,407.57,409.62,410.15,409.63,408.21,405.19,398.68,393.41,395.39,401.92,406.57,409.47
2016,Peoples Republic of China,405.17,405.61,407.74,409.65,407.63,401.94,398.46,400.82,402.8,404.57,406.69,407.23
2016,Portugal,405.22,405.36,406.44,407.7,406.93,404.64,403.2,400.1,398.27,401.58,405.51,407.56
2016,Republic of Kiribati,403.67,403.67,403.67,404.84,404.27,403.93,403.53,403.27,402.86,402.53,403.27,404.49
2016,Republic of Korea,413.26,415.32,418.9,420.26,413.4,410.37,414.24,411.78,408.48,415.62,417.73,414.88
2016,Russia,409.47,409.17,411.08,410.96,410.12,406.53,397.69,392.68,397.07,404.61,410.41,414.51
2016,Seychelles,402.73,403.81,404.27,403.24,401.29,400.92,401.81,402.06,402.12,402.5,403.04,404.19
2016,South Africa,398.55,399.0,399.17,399.37,399.81,400.08,400.49,401.13,401.15,400.94,401.09,401.18
2016,Spain,404.8,405.08,406.11,405.94,405.16,404.33,402.22,400.25,400.94,403.68,407.58,410.2
2016,Taiwan,409.78,409.08,408.0,408.28,408.48,406.0,402.78,405.5,405.78,405.64,406.82,409.28
2016,United Kingdom,401.08,401.91,402.32,402.4,402.83,402.99,402.62,401.78,401.11,402.46,403.8,403.53
2016,United States,406.18,406.56,406.87,407.13,406.7,404.61,401.38,399.36,400.88,403.93,406.22,407.66
2017,Algeria,407.33,408.51,409.36,409.75,409.75,408.45,405.8,402.98,402.27,403.89,406.05,408.05
2017,American Samoa,404.05,404.11,403.38,402.49,402.16,403.09,404.01,403.79,403.76,404.24,404.75,405.32
2017,Argentina,399.96,399.86,400.6,401.45,402.05,402.62,403.07,403.41,403.6,403.31,402.8,402.62
2017,Australia,400.9,400.98,401.05,401.31,401.67,402.07,402.72,403.28,403.49,403.45,403.5,403.71
2017,Barbados,406.52,407.22,408.19,409.29,409.78,408.42,405.14,402.8,402.3,402.94,404.92,407.12
2017,Brazil,403.87,403.4,403.33,403.38,403.91,404.15,404.05,404.33,404.43,404.72,405.5,405.27
2017,Canada,411.29,412.33,413.38,413.62,413.26,410.16,402.56,396.9,397.69,402.83,407.79,410.79
2017,Chile,402.89,402.78,402.27,402.07,402.13,402.41,402.42,402.42,402.42,402.42,402.42,402.42
2017,Finland,411.53,413.06,414.31,413.97,413.17,408.46,398.41,393.73,401.39,409.31,410.5,412.77
2017,France,400.43,400.41,400.9,401.41,401.79,402.24,402.88,403.53,403.65,403.44,403.26,403.22
2017,Germany,415.88,415.86,412.66,412.08,408.6,402.4,399.88,396.04,397.52,406.25,412.24,413.36
2017,Greenland,410.11,410.93,411.44,411.95,411.27,408.26,402.04,397.21,398.41,404.18,408.99,410.37
2017,Guam,406.48,407.44,407.7,408.51,409.56,409.3,408.16,408.16,408.16,408.16,408.16,408.16
2017,Hungary,431.11,429.8,415.94,410.35,405.58,399.29,399.41,399.21,399.81,410.11,420.56,422.35
2017,Iceland,410.43,411.49,412.71,412.09,410.56,406.34,399.76,395.51,396.75,403.57,408.87,411.29
2017,Indonesia,396.79,400.3,402.26,400.52,398.67,398.67,398.5,394.23,393.88,396.26,398.93,401.87
2017,Ireland,409.89,410.37,411.18,410.83,409.93,408.34,401.95,396.48,397.5,403.35,407.82,409.53
2017,Israel,410.7,411.57,411.06,410.93,409.94,407.05,404.48,403.52,404.15,407.07,410.64,412.2
2017,Italy,410.05,410.32,410.71,410.99,408.54,403.94,401.01,401.04,403.64,406.28,409.04,410.72
2017,Japan,401.2,401.16,401.25,401.34,401.64,402.02,402.65,403.26,403.58,403.81,403.78,403.72
2017,Mexico,404.62,405.72,407.29,408.6,409.03,408.17,405.85,403.37,402.4,402.52,403.56,405.49
2017,Mongolia,411.63,412.0,413.41,413.85,409.48,404.05,399.54,396.96,402.77,408.96,411.61,413.34
2017,Namibia,401.89,401.27,400.89,400.51,400.54,403.24,405.19,405.08,405.11,404.77,404.6,404.52
2017,New Zealand,402.47,401.49,401.11,401.98,402.31,402.17,402.76,402.74,402.57,403.29,403.28,403.45
2017,Norway and Sweden,411.16,412.06,413.2,413.51,412.69,409.68,402.65,396.86,398.34,404.51,408.61,410.78
2017,Peoples Republic of China,408.12,409.57,410.3,411.73,411.55,407.27,402.32,401.31,403.15,405.28,407.83,409.52
2017,Portugal,408.4,409.23,410.75,408.26,408.26,408.26,408.26,408.26,408.26,403.83,407.92,409.4
2017,Republic of Kiribati,404.88,404.88,404.88,404.88,404.88,404.88,404.88,404.88,404.5,404.4,404.85,405.76
2017,Republic of Korea,416.96,416.98,417.03,417.58,414.6,411.96,408.44,403.06,405.81,413.18,415.18,415.79
2017,Russia,416.4,415.24,414.88,414.54,414.04,410.34,400.22,393.89,397.62,406.06,410.96,412.72
2017,Seychelles,405.5,406.13,405.93,403.63,402.59,403.57,403.93,403.64,403.76,404.37,405.36,406.71
2017,South Africa,401.25,401.42,401.48,401.56,401.85,402.44,402.99,403.03,402.86,402.88,403.19,403.47
2017,Spain,409.54,408.78,408.95,409.54,410.42,408.92,405.01,401.96,402.72,406.34,408.38,409.93
2017,Taiwan,409.76,409.92,411.38,411.28,409.63,407.1,405.3,404.19,404.07,405.98,409.15,411.0
2017,United Kingdom,403.79,404.54,404.61,404.68,404.53,404.17,403.83,402.3,401.66,403.11,404.4,404.9
2017,United States,408.49,409.1,409.6,409.79,409.19,407.3,404.35,401.49,402.03,405.45,408.1,409.28
